path	node	rank
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales	Veillonellales-Selenomonadales	order
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae	Selenomonadaceae	family
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Anaerovibrio	Anaerovibrio	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Centipeda	Centipeda	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Megamonas	Megamonas	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Mitsuokella	Mitsuokella	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Pectinatus	Pectinatus	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Propionispira	Propionispira	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Quinella	Quinella	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Schwartzia	Schwartzia	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Selenomonas	Selenomonas	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;uncultured	uncultured	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Veillonellaceae UCG-001	Veillonellaceae UCG-001	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Zymophilus	Zymophilus	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae	Sporomusaceae	family
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Acetonema	Acetonema	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Anaeromusa-Anaeroarcus	Anaeromusa-Anaeroarcus	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Anaerosinus	Anaerosinus	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Anaerospora	Anaerospora	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Anaerosporomusa	Anaerosporomusa	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Dendrosporobacter	Dendrosporobacter	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Methylomusa	Methylomusa	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Pelosinus	Pelosinus	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Propionispora	Propionispora	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Sporolituus	Sporolituus	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Sporomusa	Sporomusa	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Thermosinus	Thermosinus	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;uncultured	uncultured	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;uncultured	uncultured	family
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae	Veillonellaceae	family
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Allisonella	Allisonella	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Anaeroglobus	Anaeroglobus	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister	Dialister	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera	Megasphaera	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Negativicoccus	Negativicoccus	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;uncultured	uncultured	genus
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella	Veillonella	genus
Bacteria;Firmicutes;Sulfobacillia	Sulfobacillia	class
Bacteria;Firmicutes;Sulfobacillia;Sulfobacillales	Sulfobacillales	order
Bacteria;Firmicutes;Sulfobacillia;Sulfobacillales;Sulfobacillaceae	Sulfobacillaceae	family
Bacteria;Firmicutes;Sulfobacillia;Sulfobacillales;Sulfobacillaceae;Sulfobacillus	Sulfobacillus	genus
Bacteria;Firmicutes;Sulfobacillia;Sulfobacillales;Sulfobacillaceae;uncultured	uncultured	genus
Bacteria;Firmicutes;Symbiobacteriia	Symbiobacteriia	class
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales	Symbiobacteriales	order
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;Caldinitratiruptor	Caldinitratiruptor	genus
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae	Symbiobacteraceae	family
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium	Symbiobacterium	genus
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;uncultured	uncultured	genus
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;uncultured	uncultured	family
Bacteria;Firmicutes;Syntrophomonadia	Syntrophomonadia	class
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales	Syntrophomonadales	order
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae	Syntrophomonadaceae	family
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Pelospora	Pelospora	genus
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophomonas	Syntrophomonas	genus
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Syntrophothermus	Syntrophothermus	genus
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;Thermosyntropha	Thermosyntropha	genus
Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae;uncultured	uncultured	genus
Bacteria;Firmicutes;Thermacetogenia	Thermacetogenia	class
Bacteria;Firmicutes;Thermacetogenia;Thermacetogeniales	Thermacetogeniales	order
Bacteria;Firmicutes;Thermacetogenia;Thermacetogeniales;Thermacetogeniaceae	Thermacetogeniaceae	family
Bacteria;Firmicutes;Thermacetogenia;Thermacetogeniales;Thermacetogeniaceae;Syntrophaceticus	Syntrophaceticus	genus
Bacteria;Firmicutes;Thermacetogenia;Thermacetogeniales;Thermacetogeniaceae;Thermacetogenium	Thermacetogenium	genus
Bacteria;Firmicutes;Thermacetogenia;Thermacetogeniales;Thermacetogeniaceae;uncultured	uncultured	genus
Bacteria;Firmicutes;Thermaerobacteria	Thermaerobacteria	class
Bacteria;Firmicutes;Thermaerobacteria;Thermaerobacterales	Thermaerobacterales	order
Bacteria;Firmicutes;Thermaerobacteria;Thermaerobacterales;Thermaerobacteraceae	Thermaerobacteraceae	family
Bacteria;Firmicutes;Thermaerobacteria;Thermaerobacterales;Thermaerobacteraceae;Thermaerobacter	Thermaerobacter	genus
Bacteria;Firmicutes;Thermincolia	Thermincolia	class
Bacteria;Firmicutes;Thermincolia;Carboxydocellales	Carboxydocellales	order
Bacteria;Firmicutes;Thermincolia;Carboxydocellales;Carboxydocellaceae	Carboxydocellaceae	family
Bacteria;Firmicutes;Thermincolia;Carboxydocellales;Carboxydocellaceae;Carboxydocella	Carboxydocella	genus
Bacteria;Firmicutes;Thermoanaerobacteria	Thermoanaerobacteria	class
Bacteria;Firmicutes;Thermoanaerobacteria;Caldicellulosiruptorales	Caldicellulosiruptorales	order
Bacteria;Firmicutes;Thermoanaerobacteria;Caldicellulosiruptorales;Caldicellulosiraptoraceae	Caldicellulosiraptoraceae	family
Bacteria;Firmicutes;Thermoanaerobacteria;Caldicellulosiruptorales;Caldicellulosiraptoraceae;Caldicellulosiruptor	Caldicellulosiruptor	genus
Bacteria;Firmicutes;Thermoanaerobacteria;Caldicellulosiruptorales;uncultured	uncultured	family
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales	Thermoanaerobacterales	order
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Family III	Family III	family
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Family III;Thermoanaerobacterium	Thermoanaerobacterium	genus
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Family IV	Family IV	family
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Family IV;Mahella	Mahella	genus
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;SRB2	SRB2	family
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Thermoanaerobacteraceae	Thermoanaerobacteraceae	family
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Thermoanaerobacteraceae;Brockia	Brockia	genus
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter	Caldanaerobacter	genus
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobius	Caldanaerobius	genus
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Thermoanaerobacteraceae;Caloribacterium	Caloribacterium	genus
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Thermoanaerobacteraceae;Desulfovirgula	Desulfovirgula	genus
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermanaeromonas	Thermanaeromonas	genus
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	Thermoanaerobacter	genus
Bacteria;Firmicutes;Thermovenabulia	Thermovenabulia	class
Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales	Thermovenabulales	order
Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Caldanaerovirga	Caldanaerovirga	genus
Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Fervidicola	Fervidicola	genus
Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Tepidanaerobacter	Tepidanaerobacter	genus
Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Thermosediminibacter	Thermosediminibacter	genus
Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Thermovenabulum	Thermovenabulum	genus
Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Thermovorax	Thermovorax	genus
Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;uncultured	uncultured	family
Bacteria;Firmicutes;TSAC18	TSAC18	class
Bacteria;Firmicutes;TTA-B61	TTA-B61	class
Bacteria;Firmicutes;uncultured	uncultured	class
Bacteria;Firmicutes;YNPFFP2	YNPFFP2	class
Bacteria;Fusobacteriota	Fusobacteriota	phylum
Bacteria;Fusobacteriota;Fusobacteriia	Fusobacteriia	class
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales	Fusobacteriales	order
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	Fusobacteriaceae	family
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Cetobacterium	Cetobacterium	genus
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium	Fusobacterium	genus
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter	Ilyobacter	genus
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Propionigenium	Propionigenium	genus
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Psychrilyobacter	Psychrilyobacter	genus
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	Leptotrichiaceae	family
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Caviibacter	Caviibacter	genus
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Hypnocyclicus	Hypnocyclicus	genus
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia	Leptotrichia	genus
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Oceanivirga	Oceanivirga	genus
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sebaldella	Sebaldella	genus
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia	Sneathia	genus
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus	Streptobacillus	genus
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;uncultured	uncultured	genus
Bacteria;FW113	FW113	phylum
Bacteria;GAL15	GAL15	phylum
Bacteria;Gemmatimonadota	Gemmatimonadota	phylum
Bacteria;Gemmatimonadota;AKAU4049	AKAU4049	class
Bacteria;Gemmatimonadota;BD2-11 terrestrial group	BD2-11 terrestrial group	class
Bacteria;Gemmatimonadota;Gemmatimonadetes	Gemmatimonadetes	class
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales	Gemmatimonadales	order
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	Gemmatimonadaceae	family
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas	Gemmatimonas	genus
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter	Roseisolibacter	genus
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured	uncultured	genus
Bacteria;Gemmatimonadota;Longimicrobia	Longimicrobia	class
Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales	Longimicrobiales	order
Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae	Longimicrobiaceae	family
Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium	Longimicrobium	genus
Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;YC-ZSS-LKJ147	YC-ZSS-LKJ147	genus
Bacteria;Gemmatimonadota;MD2902-B12	MD2902-B12	class
Bacteria;Gemmatimonadota;PAUC43f marine benthic group	PAUC43f marine benthic group	class
Bacteria;Gemmatimonadota;S0134 terrestrial group	S0134 terrestrial group	class
Bacteria;GN01	GN01	phylum
Bacteria;Halanaerobiaeota	Halanaerobiaeota	phylum
Bacteria;Halanaerobiaeota;Halanaerobiia	Halanaerobiia	class
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales	Halanaerobiales	order
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae	Halanaerobiaceae	family
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Halanaerobium	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halarsenatibacter	Halarsenatibacter	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halocella	Halocella	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halothermothrix	Halothermothrix	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae	Halobacteroidaceae	family
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Acetohalobium	Acetohalobium	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Fuchsiella	Fuchsiella	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter	Halanaerobacter	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Halanaerobaculum	Halanaerobaculum	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Halobacteroides	Halobacteroides	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Halonatronum	Halonatronum	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Natroniella	Natroniella	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Orenia	Orenia	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Selenihalanaerobacter	Selenihalanaerobacter	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Sporohalobacter	Sporohalobacter	genus
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;uncultured	uncultured	genus
Bacteria;Hydrogenedentes	Hydrogenedentes	phylum
Bacteria;Hydrogenedentes;Hydrogenedentia	Hydrogenedentia	class
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales	Hydrogenedentiales	order
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae	Hydrogenedensaceae	family
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;Candidatus Hydrogenedens	Candidatus Hydrogenedens	genus
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;YC-ZSS-LKJ63	YC-ZSS-LKJ63	genus
Bacteria;Hydrothermae	Hydrothermae	phylum
Bacteria;Latescibacterota	Latescibacterota	phylum
Bacteria;Latescibacterota;Latescibacteria	Latescibacteria	class
Bacteria;Latescibacterota;Latescibacteria;Latescibacterales	Latescibacterales	order
Bacteria;Latescibacterota;Latescibacteria;Latescibacterales;Latescibacteraceae	Latescibacteraceae	family
Bacteria;Latescibacterota;Latescibacteria;Latescibacterales;Latescibacteraceae;Candidatus Latescibacter	Candidatus Latescibacter	genus
Bacteria;LCP-89	LCP-89	phylum
Bacteria;Margulisbacteria	Margulisbacteria	phylum
Bacteria;Marinimicrobia (SAR406 clade)	Marinimicrobia (SAR406 clade)	phylum
Bacteria;MAT-CR-M4-B07	MAT-CR-M4-B07	phylum
Bacteria;MBNT15	MBNT15	phylum
Bacteria;Methylomirabilota	Methylomirabilota	phylum
Bacteria;Methylomirabilota;Methylomirabilia	Methylomirabilia	class
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales	Methylomirabilales	order
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae	Methylomirabilaceae	family
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;Candidatus Methylomirabilis	Candidatus Methylomirabilis	genus
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;MIZ14	MIZ14	genus
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;MIZ17	MIZ17	genus
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;Sh765B-TzT-35	Sh765B-TzT-35	genus
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;wb1-A12	wb1-A12	genus
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;Z114MB74	Z114MB74	genus
Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales	Rokubacteriales	order
Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;WX65	WX65	family
Bacteria;Modulibacteria	Modulibacteria	phylum
Bacteria;Modulibacteria;Moduliflexia	Moduliflexia	class
Bacteria;Modulibacteria;Moduliflexia;Moduliflexales	Moduliflexales	order
Bacteria;Modulibacteria;Moduliflexia;Moduliflexales;Moduliflexaceae	Moduliflexaceae	family
Bacteria;Modulibacteria;Moduliflexia;Moduliflexales;Moduliflexaceae;Candidatus Moduliflexus	Candidatus Moduliflexus	genus
Bacteria;Myxococcota	Myxococcota	phylum
Bacteria;Myxococcota;bacteriap25	bacteriap25	class
Bacteria;Myxococcota;Myxococcia	Myxococcia	class
Bacteria;Myxococcota;Myxococcia;Myxococcales	Myxococcales	order
Bacteria;Myxococcota;Myxococcia;Myxococcales;27F-1492R	27F-1492R	family
Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae	Anaeromyxobacteraceae	family
Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter	Anaeromyxobacter	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae	Myxococcaceae	family
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Aggregicoccus	Aggregicoccus	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Angiococcus	Angiococcus	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium	Archangium	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Corallococcus	Corallococcus	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Cystobacter	Cystobacter	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Hyalangium	Hyalangium	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;KD3-10	KD3-10	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Melittangium	Melittangium	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus	Myxococcus	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42	P3OB-42	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Pyxidicoccus	Pyxidicoccus	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Stigmatella	Stigmatella	genus
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;uncultured	uncultured	genus
