path	node	rank
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Salinivibrio	Salinivibrio	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Thaumasiovibrio	Thaumasiovibrio	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio	Vibrio	genus
Bacteria;Proteobacteria;Gammaproteobacteria;WD260	WD260	order
Bacteria;Proteobacteria;Gammaproteobacteria;WN-HWB-116	WN-HWB-116	order
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales	Xanthomonadales	order
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Coralloluteibacterium	Coralloluteibacterium	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae	Rhodanobacteraceae	family
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella	Ahniella	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Aquimonas	Aquimonas	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Chiayiivirga	Chiayiivirga	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Chujaibacter	Chujaibacter	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dokdonella	Dokdonella	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dyella	Dyella	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Frateuria	Frateuria	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Fulvimonas	Fulvimonas	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Luteibacter	Luteibacter	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Metallibacterium	Metallibacterium	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Mizugakiibacter	Mizugakiibacter	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Oleiagrimonas	Oleiagrimonas	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Pseudofulvimonas	Pseudofulvimonas	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter	Rhodanobacter	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rudaea	Rudaea	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Tahibacter	Tahibacter	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;uncultured	uncultured	family
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	Xanthomonadaceae	family
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas	Arenimonas	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Luteimonas	Luteimonas	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter	Lysobacter	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas	Pseudoxanthomonas	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rehaibacterium	Rehaibacterium	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Silanimonas	Silanimonas	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;SN8	SN8	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	Stenotrophomonas	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas	Thermomonas	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;uncultured	uncultured	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Vulcaniibacterium	Vulcaniibacterium	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas	Xanthomonas	genus
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella	Xylella	genus
Bacteria;Proteobacteria;Magnetococcia	Magnetococcia	class
Bacteria;Proteobacteria;Magnetococcia;Magnetococcales	Magnetococcales	order
Bacteria;Proteobacteria;Magnetococcia;Magnetococcales;Magnetococcaceae	Magnetococcaceae	family
Bacteria;Proteobacteria;Magnetococcia;Magnetococcales;Magnetococcaceae;Magnetococcus	Magnetococcus	genus
Bacteria;Proteobacteria;Zetaproteobacteria	Zetaproteobacteria	class
Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales	Mariprofundales	order
Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales;Mariprofundaceae	Mariprofundaceae	family
Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales;Mariprofundaceae;Mariprofundus	Mariprofundus	genus
Bacteria;RCP2-54	RCP2-54	phylum
Bacteria;Rs-K70 termite group	Rs-K70 termite group	phylum
Bacteria;SAR324 clade(Marine group B)	SAR324 clade(Marine group B)	phylum
Bacteria;Schekmanbacteria	Schekmanbacteria	phylum
Bacteria;Spirochaetota	Spirochaetota	phylum
Bacteria;Spirochaetota;Brachyspirae	Brachyspirae	class
Bacteria;Spirochaetota;Brachyspirae;Brachyspirales	Brachyspirales	order
Bacteria;Spirochaetota;Brachyspirae;Brachyspirales;Brachyspiraceae	Brachyspiraceae	family
Bacteria;Spirochaetota;Brachyspirae;Brachyspirales;Brachyspiraceae;Brachyspira	Brachyspira	genus
Bacteria;Spirochaetota;Brachyspirae;Brachyspirales;Brachyspirales Incertae Sedis	Brachyspirales Incertae Sedis	family
Bacteria;Spirochaetota;Brachyspirae;Brachyspirales;Brachyspirales Incertae Sedis;Exilispira	Exilispira	genus
Bacteria;Spirochaetota;Brachyspirae;Brachyspirales;LH041	LH041	family
Bacteria;Spirochaetota;Brevinematia	Brevinematia	class
Bacteria;Spirochaetota;Brevinematia;Brevinematales	Brevinematales	order
Bacteria;Spirochaetota;Brevinematia;Brevinematales;Brevinemataceae	Brevinemataceae	family
Bacteria;Spirochaetota;Brevinematia;Brevinematales;Brevinemataceae;Brevinema	Brevinema	genus
Bacteria;Spirochaetota;Leptospirae	Leptospirae	class
Bacteria;Spirochaetota;Leptospirae;Leptospirales	Leptospirales	order
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae	Leptospiraceae	family
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptonema	Leptonema	genus
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira	Leptospira	genus
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;RBG-16-49-21	RBG-16-49-21	genus
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Rs-H88 termite group	Rs-H88 termite group	genus
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Turneriella	Turneriella	genus
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;uncultured	uncultured	genus
Bacteria;Spirochaetota;MVP-15	MVP-15	class
Bacteria;Spirochaetota;Spirochaetia	Spirochaetia	class
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales	Spirochaetales	order
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae	Spirochaetaceae	family
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Alkalispirochaeta	Alkalispirochaeta	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Borrelia	Borrelia	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Borreliella	Borreliella	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Candidatus Marispirochaeta	Candidatus Marispirochaeta	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;GWE2-31-10	GWE2-31-10	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;M2PT2-76 termite group	M2PT2-76 termite group	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Salinispira	Salinispira	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta	Sediminispirochaeta	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta	Sphaerochaeta	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2	Spirochaeta 2	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	Spirochaeta	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Termite Treponema cluster	Termite Treponema cluster	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema	Treponema	genus
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;uncultured	uncultured	genus
Bacteria;Spirochaetota;uncultured	uncultured	class
Bacteria;Spirochaetota;V2072-189E03	V2072-189E03	class
Bacteria;Sumerlaeota	Sumerlaeota	phylum
Bacteria;Sumerlaeota;Sumerlaeia	Sumerlaeia	class
Bacteria;Sumerlaeota;Sumerlaeia;Sumerlaeales	Sumerlaeales	order
Bacteria;Sumerlaeota;Sumerlaeia;Sumerlaeales;Sumerlaeaceae	Sumerlaeaceae	family
Bacteria;Sumerlaeota;Sumerlaeia;Sumerlaeales;Sumerlaeaceae;Sumerlaea	Sumerlaea	genus
Bacteria;Sumerlaeota;Sumerlaeia;uncultured	uncultured	order
Bacteria;Sva0485	Sva0485	phylum
Bacteria;Synergistota	Synergistota	phylum
Bacteria;Synergistota;Synergistia	Synergistia	class
Bacteria;Synergistota;Synergistia;Synergistales	Synergistales	order
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae	Synergistaceae	family
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium	Acetomicrobium	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminiphilus	Aminiphilus	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminivibrio	Aminivibrio	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminobacterium	Aminobacterium	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminomonas	Aminomonas	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Candidatus Tammella	Candidatus Tammella	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Cloacibacillus	Cloacibacillus	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Dethiosulfovibrio	Dethiosulfovibrio	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;EBM-39	EBM-39	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Fretibacterium	Fretibacterium	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;JGI-0000079-D21	JGI-0000079-D21	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Jonquetella	Jonquetella	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Lactivibrio	Lactivibrio	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter	Pyramidobacter	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Syner-01	Syner-01	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Synergistes	Synergistes	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio	Thermanaerovibrio	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermovirga	Thermovirga	genus
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;uncultured	uncultured	genus
Bacteria;TA06	TA06	phylum
Bacteria;Thermodesulfobiota	Thermodesulfobiota	phylum
Bacteria;Thermodesulfobiota;Thermodesulfobiia	Thermodesulfobiia	class
Bacteria;Thermodesulfobiota;Thermodesulfobiia;Thermodesulfobiales	Thermodesulfobiales	order
Bacteria;Thermodesulfobiota;Thermodesulfobiia;Thermodesulfobiales;Thermodesulfobiaceae	Thermodesulfobiaceae	family
Bacteria;Thermodesulfobiota;Thermodesulfobiia;Thermodesulfobiales;Thermodesulfobiaceae;Thermodesulfobium	Thermodesulfobium	genus
Bacteria;Thermosulfidibacterota	Thermosulfidibacterota	phylum
Bacteria;Thermosulfidibacterota;Thermosulfidibacteria	Thermosulfidibacteria	class
Bacteria;Thermosulfidibacterota;Thermosulfidibacteria;Thermosulfidibacterales	Thermosulfidibacterales	order
Bacteria;Thermosulfidibacterota;Thermosulfidibacteria;Thermosulfidibacterales;Thermosulfidibacteraceae	Thermosulfidibacteraceae	family
Bacteria;Thermosulfidibacterota;Thermosulfidibacteria;Thermosulfidibacterales;Thermosulfidibacteraceae;Thermosulfidibacter	Thermosulfidibacter	genus
Bacteria;Thermotogota	Thermotogota	phylum
Bacteria;Thermotogota;Thermotogae	Thermotogae	class
Bacteria;Thermotogota;Thermotogae;Kosmotogales	Kosmotogales	order
Bacteria;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae	Kosmotogaceae	family
Bacteria;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;Kosmotoga	Kosmotoga	genus
Bacteria;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;Mesotoga	Mesotoga	genus
Bacteria;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;uncultured	uncultured	genus
Bacteria;Thermotogota;Thermotogae;Mesoaciditogales	Mesoaciditogales	order
Bacteria;Thermotogota;Thermotogae;Mesoaciditogales;Mesoaciditogaceae	Mesoaciditogaceae	family
Bacteria;Thermotogota;Thermotogae;Mesoaciditogales;Mesoaciditogaceae;Mesoaciditoga	Mesoaciditoga	genus
Bacteria;Thermotogota;Thermotogae;Mesoaciditogales;Mesoaciditogaceae;uncultured	uncultured	genus
Bacteria;Thermotogota;Thermotogae;Petrotogales	Petrotogales	order
Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae	Petrotogaceae	family
Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;AUTHM297	AUTHM297	genus
Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga	Defluviitoga	genus
Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Geotoga	Geotoga	genus
Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga	Marinitoga	genus
Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Oceanotoga	Oceanotoga	genus
Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga	Petrotoga	genus
Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;SC103	SC103	genus
Bacteria;Thermotogota;Thermotogae;Thermotogales	Thermotogales	order
Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae	Fervidobacteriaceae	family
Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium	Fervidobacterium	genus
Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermopallium	Thermopallium	genus
Bacteria;Thermotogota;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho	Thermosipho	genus
Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae	Thermotogaceae	family
Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Pseudothermotoga	Pseudothermotoga	genus
Bacteria;Thermotogota;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga	Thermotoga	genus
Bacteria;Thermotogota;Thermotogae;uncultured	uncultured	order
Bacteria;TX1A-33	TX1A-33	phylum
Bacteria;uncultured	uncultured	phylum
Bacteria;Verrucomicrobiota	Verrucomicrobiota	phylum
Bacteria;Verrucomicrobiota;Chlamydiae	Chlamydiae	class
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales	Chlamydiales	order
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae	Chlamydiaceae	family
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae;Candidatus Amphibiichlamydia	Candidatus Amphibiichlamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae;Candidatus Clavichlamydia	Candidatus Clavichlamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia	Chlamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae;uncultured	uncultured	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiales Incertae Sedis	Chlamydiales Incertae Sedis	family
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiales Incertae Sedis;Candidatus Piscichlamydia	Candidatus Piscichlamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiales Incertae Sedis;Candidatus Similichlamydia	Candidatus Similichlamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Criblamydiaceae	Criblamydiaceae	family
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Criblamydiaceae;Criblamydia	Criblamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Criblamydiaceae;Estrella	Estrella	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Criblamydiaceae;uncultured	uncultured	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;cvE6	cvE6	family
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae	Parachlamydiaceae	family
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Candidatus Mesochlamydia	Candidatus Mesochlamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Candidatus Metachlamydia	Candidatus Metachlamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Candidatus Protochlamydia	Candidatus Protochlamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Candidatus Rubidus	Candidatus Rubidus	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Neochlamydia	Neochlamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Parachlamydia	Parachlamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;uncultured	uncultured	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae	Simkaniaceae	family
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;Candidatus Fritschea	Candidatus Fritschea	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;Candidatus Renichlamydia	Candidatus Renichlamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;Candidatus Rhabdochlamydia	Candidatus Rhabdochlamydia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;Ga0074140	Ga0074140	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;Simkania	Simkania	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured	uncultured	genus
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Waddliaceae	Waddliaceae	family
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Waddliaceae;Waddlia	Waddlia	genus
Bacteria;Verrucomicrobiota;Chlamydiae;LD1-PA32	LD1-PA32	order
Bacteria;Verrucomicrobiota;Kiritimatiellae	Kiritimatiellae	class
Bacteria;Verrucomicrobiota;Kiritimatiellae;113B434	113B434	order
Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales	Kiritimatiellales	order
Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae	Kiritimatiellaceae	family
Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;Kiritimatiella	Kiritimatiella	genus
Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;MSBL3	MSBL3	genus
Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;R76-B128	R76-B128	genus
Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;uncultured	uncultured	genus
Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41	WCHB1-41	order
Bacteria;Verrucomicrobiota;Lentisphaeria	Lentisphaeria	class
Bacteria;Verrucomicrobiota;Lentisphaeria;Lentisphaerales	Lentisphaerales	order
Bacteria;Verrucomicrobiota;Lentisphaeria;Lentisphaerales;Lentisphaeraceae	Lentisphaeraceae	family
Bacteria;Verrucomicrobiota;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Lentisphaera	Lentisphaera	genus
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales	Oligosphaerales	order
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Lenti-02	Lenti-02	family
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Oligosphaeraceae	Oligosphaeraceae	family
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Oligosphaeraceae;ADurb.Bin063-2	ADurb.Bin063-2	genus
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Oligosphaeraceae;horsej-a03	horsej-a03	genus
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Oligosphaeraceae;Oligosphaera	Oligosphaera	genus
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Oligosphaeraceae;SBZC-1223	SBZC-1223	genus
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Oligosphaeraceae;Z20	Z20	genus
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;uncultured	uncultured	family
Bacteria;Verrucomicrobiota;Lentisphaeria;P.palmC41	P.palmC41	order
Bacteria;Verrucomicrobiota;Lentisphaeria;SS1-B-02-17	SS1-B-02-17	order
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales	Victivallales	order
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Arctic95B-14	Arctic95B-14	family
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;BD2-3	BD2-3	family
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;GWF2-44-16	GWF2-44-16	family
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;PRD18C08	PRD18C08	family
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;SBYX-4944	SBYX-4944	family
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;SBZC-4624	SBZC-4624	family
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;vadinBE97	vadinBE97	family
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Victivallaceae	Victivallaceae	family
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Victivallaceae;Victivallis	Victivallis	genus
Bacteria;Verrucomicrobiota;Omnitrophia	Omnitrophia	class
Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales	Omnitrophales	order
Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;koll11	koll11	family
Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae	Omnitrophaceae	family
Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus Omnitrophus	Candidatus Omnitrophus	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae	Verrucomicrobiae	class
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Arctic97B-4 marine group	Arctic97B-4 marine group	order
Bacteria;Verrucomicrobiota;Verrucomicrobiae;B29	B29	order
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales	Chthoniobacterales	order
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;01D2Z36	01D2Z36	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae	Chthoniobacteraceae	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter	Candidatus Udaeobacter	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter	Chthoniobacter	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;LD29	LD29	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae	Terrimicrobiaceae	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;FukuN18 freshwater group	FukuN18 freshwater group	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium	Terrimicrobium	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;uncultured	uncultured	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Xiphinematobacteraceae	Xiphinematobacteraceae	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Xiphinematobacteraceae;Candidatus Xiphinematobacter	Candidatus Xiphinematobacter	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;LD1-PB3	LD1-PB3	order
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Methylacidiphilales	Methylacidiphilales	order
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae	Methylacidiphilaceae	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae;Candidatus Methylacidiphilum	Candidatus Methylacidiphilum	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae;uncultured	uncultured	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales	Opitutales	order
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae	Opitutaceae	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Alterococcus	Alterococcus	genus
